id,full_name,age,gender,device_type,ad_position,Product_Category,color_name,hex_code,r,g,b,Mood,Season,Time_Spent_sec,click
670,User670,22.0,,Desktop,,Sports,Blue Bolt,#00B9FB,0,185,251,Angry,Autumn,102,1
5832,User5832,28.0,,Desktop,Side,Food,Sea green,#2E8B57,46,139,87,Neutral,Autumn,64,1
8226,User8226,,Male,Tablet,Top,Sports,Celadon blue,#007BA7,0,123,167,Calm,Monsoon,23,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Fashion,Khaki (HTML/CSS) (Khaki),#C3B091,195,176,145,Angry,Monsoon,128,1
8716,User8716,,,Mobile,Bottom,Fashion,Ebony,#555D50,85,93,80,Calm,Monsoon,230,0
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Home_Decor,University of California Gold,#B78727,183,135,39,Sad,Monsoon,104,1
1171,User1171,,Female,Mobile,Bottom,Food,International orange (engineering),#BA160C,186,22,12,Angry,Winter,21,1
9420,User9420,,Non-Binary,Tablet,Side,Home_Decor,Saffron,#F4C430,244,196,48,Angry,Autumn,252,1
5305,User5305,31.0,,Tablet,,Tech,Glitter,#E6E8FA,230,232,250,Sad,Autumn,84,0
3833,User3833,57.0,Male,Desktop,,Fashion,Vivid tangelo,#F07427,240,116,39,Sad,Winter,89,0
1524,User1524,,Male,Mobile,Bottom,Home_Decor,Plum (web),#DDA0DD,221,160,221,Happy,Autumn,33,1
6074,User6074,35.0,,Mobile,,Fashion,Fandango pink,#DE5285,222,82,133,Neutral,Monsoon,138,1
2174,User2174,36.0,Female,Desktop,,Fashion,Burnt orange,#CC5500,204,85,0,Angry,Summer,198,1
1635,User1635,54.0,Female,Tablet,,Tech,Infra Red,#FF496C,255,73,108,Angry,Autumn,123,1
5589,User5589,53.0,,Tablet,Side,Fashion,Spring Frost,#87FF2A,135,255,42,Sad,Summer,195,0
1539,User1539,43.0,,Mobile,Bottom,Home_Decor,Ruber,#CE4676,206,70,118,Sad,Summer,157,1
6602,User6602,,Female,Desktop,Side,Food,Roast coffee,#704241,112,66,65,Neutral,Winter,276,1
2311,User2311,,,,Bottom,Sports,Queen blue,#436B95,67,107,149,Sad,Spring,136,1
4278,User4278,,Non-Binary,Tablet,Side,Home_Decor,Dark electric blue,#536878,83,104,120,Calm,Autumn,12,0
4108,User4108,36.0,,Tablet,Top,Tech,Winter Wizard,#A0E6FF,160,230,255,Calm,Winter,138,1
9763,User9763,,Female,Desktop,Bottom,Sports,Ceil,#92A1CF,146,161,207,Calm,Winter,196,0
109,User109,35.0,,Tablet,Bottom,Fashion,Lavender gray,#C4C3D0,196,195,208,Calm,Summer,95,0
1978,User1978,,Female,Tablet,Side,Home_Decor,Harlequin,#3FFF00,63,255,0,Neutral,Autumn,253,0
5605,User5605,,,Mobile,Side,Sports,Parrot Pink,#D998A0,217,152,160,Angry,Winter,256,0
6453,User6453,,Non-Binary,Desktop,Bottom,Home_Decor,Tangelo,#F94D00,249,77,0,Calm,Monsoon,67,0
8883,User8883,,Female,Mobile,Bottom,Fashion,Old silver,#848482,132,132,130,Sad,Winter,220,1
4457,User4457,,,Desktop,Top,Home_Decor,Tuscan,#FAD6A5,250,214,165,Calm,Monsoon,138,0
6143,User6143,29.0,Non-Binary,Mobile,Bottom,Tech,Orange (Pantone),#FF5800,255,88,0,Neutral,Spring,111,1
2973,User2973,,Non-Binary,Tablet,Bottom,Sports,Cinereous,#98817B,152,129,123,Sad,Monsoon,165,1
8018,User8018,,,,Side,Sports,Chartreuse (web),#7FFF00,127,255,0,Calm,Monsoon,262,1
1296,User1296,34.0,,Tablet,Top,Sports,Purple taupe,#50404D,80,64,77,Angry,Summer,20,1
8766,User8766,,,,,Home_Decor,Almond,#EFDECD,239,222,205,Sad,Winter,63,0
7241,User7241,34.0,Female,Tablet,Side,Fashion,Turquoise Surf,#00C5CD,0,197,205,Sad,Spring,13,0
5197,User5197,,Male,Mobile,Top,Home_Decor,Yellow,#FFFF00,255,255,0,Angry,Winter,201,0
2602,User2602,,Female,,,Home_Decor,Turquoise Surf,#00C5CD,0,197,205,Sad,Monsoon,121,1
7268,User7268,,Female,Desktop,,Sports,Auburn,#A52A2A,165,42,42,Calm,Monsoon,14,1
998,User998,,,Tablet,Top,Fashion,Dark sky blue,#8CBED6,140,190,214,Sad,Winter,11,1
1910,User1910,63.0,Male,Desktop,Side,Food,Pale goldenrod,#EEE8AA,238,232,170,Calm,Spring,198,1
8018,User8018,,,Desktop,Side,Fashion,Bright maroon,#C32148,195,33,72,Angry,Spring,127,1
3070,User3070,30.0,Male,Desktop,Top,Home_Decor,Blond,#FAF0BE,250,240,190,Happy,Summer,67,0
6167,User6167,20.0,Male,Mobile,Side,Tech,Light goldenrod yellow,#FAFAD2,250,250,210,Angry,Monsoon,8,1
2928,User2928,43.0,Non-Binary,Desktop,Side,Fashion,Ming,#36747D,54,116,125,Calm,Monsoon,288,0
4270,User4270,33.0,,Tablet,,Sports,Ocean Green,#48BF91,72,191,145,Neutral,Summer,254,0
6143,User6143,29.0,Non-Binary,Mobile,Bottom,Tech,Battleship grey,#848482,132,132,130,Angry,Winter,134,1
5498,User5498,,,Tablet,Side,Food,Alice blue,#F0F8FF,240,248,255,Neutral,Monsoon,79,1
8973,User8973,26.0,Male,Tablet,Side,Food,Winter Wizard,#A0E6FF,160,230,255,Neutral,Winter,258,0
1214,User1214,26.0,Female,Mobile,Bottom,Tech,Pastel pink,#DEA5A4,222,165,164,Calm,Spring,171,1
911,User911,32.0,Non-Binary,Desktop,Top,Food,Infra Red,#FF496C,255,73,108,Calm,Autumn,205,1
9400,User9400,,,Mobile,,Tech,Terra cotta,#E2725B,226,114,91,Happy,Summer,172,1
1805,User1805,,,Mobile,Top,Home_Decor,Medium champagne,#F3E5AB,243,229,171,Sad,Monsoon,288,1
7422,User7422,,Female,Desktop,Top,Tech,Amber,#FFBF00,255,191,0,Angry,Summer,55,1
8208,User8208,,Female,Tablet,Top,Home_Decor,Orange (Pantone),#FF5800,255,88,0,Calm,Spring,60,1
9736,User9736,,,Desktop,Bottom,Sports,Deep coffee,#704241,112,66,65,Angry,Spring,77,1
9689,User9689,,Male,Desktop,,Sports,Dark liver (horses),#543D37,84,61,55,Neutral,Spring,286,1
2044,User2044,31.0,,Mobile,Top,Food,Deep saffron,#FF9933,255,153,51,Sad,Spring,92,1
9090,User9090,41.0,Male,Desktop,Side,Tech,Egyptian blue,#1034A6,16,52,166,Happy,Autumn,56,1
4169,User4169,,Male,Tablet,Bottom,Home_Decor,Cherry blossom pink,#FFB7C5,255,183,197,Angry,Winter,129,0
9266,User9266,38.0,,Mobile,Bottom,Sports,Bronze,#CD7F32,205,127,50,Sad,Winter,266,1
5289,User5289,39.0,Male,Mobile,Top,Sports,Rajah,#FBAB60,251,171,96,Happy,Autumn,272,0
5756,User5756,51.0,Non-Binary,Tablet,,Sports,Violet-red,#F75394,247,83,148,Angry,Winter,67,1
7438,User7438,,Non-Binary,Mobile,Side,Food,Resolution blue,#002387,0,35,135,Sad,Spring,40,1
2336,User2336,32.0,,Tablet,Side,Sports,Rich lavender,#A76BCF,167,107,207,Calm,Winter,13,1
4890,User4890,43.0,,,Bottom,Fashion,Oxford Blue,#002147,0,33,71,Angry,Summer,245,1
1913,User1913,53.0,Male,,Side,Food,Manatee,#979AAA,151,154,170,Sad,Winter,289,0
2581,User2581,,Female,Mobile,Bottom,Tech,Rose ebony,#674846,103,72,70,Happy,Summer,94,1
9990,User9990,25.0,Male,Desktop,Side,Fashion,Deep mauve,#D473D4,212,115,212,Sad,Monsoon,268,1
4848,User4848,,,Desktop,Bottom,Food,Rose quartz,#AA98A9,170,152,169,Calm,Summer,209,1
2326,User2326,50.0,Female,Tablet,Side,Food,Tenné (tawny),#CD5700,205,87,0,Angry,Summer,295,0
4740,User4740,47.0,,Tablet,,Home_Decor,Peridot,#E6E200,230,226,0,Angry,Spring,215,0
4957,User4957,58.0,,,Bottom,Fashion,Bright green,#66FF00,102,255,0,Angry,Spring,282,1
110,User110,22.0,,,Bottom,Fashion,Straw,#E4D96F,228,217,111,Calm,Spring,211,0
7675,User7675,63.0,,Mobile,Side,Fashion,Rose red,#C21E56,194,30,86,Happy,Summer,98,0
6248,User6248,,Female,,,Sports,Lavender rose,#FBA0E3,251,160,227,Angry,Autumn,203,1
5881,User5881,26.0,Non-Binary,Tablet,Top,Sports,Rosy brown,#BC8F8F,188,143,143,Happy,Spring,173,1
6251,User6251,44.0,Non-Binary,Mobile,Side,Tech,Awesome,#FF2052,255,32,82,Sad,Spring,231,1
5756,User5756,51.0,Non-Binary,Tablet,,Tech,Sapphire blue,#0067A5,0,103,165,Happy,Summer,8,1
3803,User3803,,Female,Mobile,Top,Tech,Naples yellow,#FADA5E,250,218,94,Happy,Monsoon,102,1
9480,User9480,,Non-Binary,Tablet,,Sports,Orange (Crayola),#FF7538,255,117,56,Angry,Monsoon,197,0
6508,User6508,47.0,,Mobile,Top,Home_Decor,Fandango pink,#DE5285,222,82,133,Neutral,Winter,270,0
3060,User3060,,Male,Tablet,Bottom,Tech,UP Maroon,#7B1113,123,17,19,Neutral,Monsoon,228,1
7438,User7438,,Non-Binary,Mobile,,Food,Regalia,#522D80,82,45,128,Calm,Spring,71,1
4836,User4836,,,Tablet,Side,Sports,Otter brown,#654321,101,67,33,Calm,Autumn,142,1
6479,User6479,,Male,,Side,Home_Decor,Ruddy,#FF0028,255,0,40,Neutral,Winter,243,1
6734,User6734,30.0,,,Side,Food,Jasper,#D73B3E,215,59,62,Sad,Autumn,8,0
581,User581,31.0,Female,Tablet,Side,Food,Denim,#1560BD,21,96,189,Angry,Autumn,106,0
5972,User5972,,,Desktop,Top,Sports,Puce red,#722F37,114,47,55,Angry,Spring,48,0
1253,User1253,36.0,Female,Desktop,Bottom,Fashion,Liver (organ),#6C2E1F,108,46,31,Sad,Summer,123,1
5193,User5193,50.0,Female,Desktop,Side,Home_Decor,Red,#FF0000,255,0,0,Sad,Summer,192,1
6288,User6288,61.0,Non-Binary,Tablet,Bottom,Sports,Tickle Me Pink,#FC89AC,252,137,172,Neutral,Summer,235,1
7266,User7266,,,Tablet,Bottom,Fashion,Cerise,#DE3163,222,49,99,Calm,Monsoon,194,1
6880,User6880,,Female,Mobile,,Sports,Dark pastel red,#C23B22,194,59,34,Sad,Summer,114,1
3658,User3658,45.0,,,Side,Sports,Bondi blue,#0095B6,0,149,182,Calm,Spring,283,1
7376,User7376,,,Mobile,Side,Food,Pullman Brown (UPS Brown),#644117,100,65,23,Happy,Monsoon,110,1
6683,User6683,,,Tablet,Side,Sports,Kelly green,#4CBB17,76,187,23,Angry,Summer,169,1
1077,User1077,,Non-Binary,,,Fashion,Copper,#B87333,184,115,51,Neutral,Autumn,130,1
8115,User8115,,Female,Mobile,Top,Food,Illuminating Emerald,#319177,49,145,119,Angry,Spring,102,1
6086,User6086,,Male,Desktop,Bottom,Fashion,B'dazzled blue,#2E5894,46,88,148,Neutral,Spring,124,1
2021,User2021,,Male,Mobile,Bottom,Fashion,Drab,#967117,150,113,23,Happy,Winter,147,1
1549,User1549,,,Desktop,,Food,Violet-red,#F75394,247,83,148,Angry,Spring,199,1
1539,User1539,43.0,,Mobile,Bottom,Fashion,Giants orange,#FE5A1D,254,90,29,Happy,Autumn,134,1
5960,User5960,,Female,Desktop,Side,Tech,Falu red,#801818,128,24,24,Neutral,Spring,108,0
8373,User8373,29.0,Male,,Side,Sports,Deep fuchsia,#C154C1,193,84,193,Sad,Winter,97,1
9723,User9723,,Female,Mobile,,Food,Light salmon pink,#FF9999,255,153,153,Angry,Spring,226,1
9855,User9855,,Male,Desktop,,Food,Pumpkin,#FF7518,255,117,24,Happy,Spring,204,1
3164,User3164,,Female,,Bottom,Tech,Rackley,#5D8AA8,93,138,168,Angry,Winter,292,1
3483,User3483,20.0,,Mobile,,Tech,Pastel yellow,#FDFD96,253,253,150,Angry,Spring,262,1
8018,User8018,,,Desktop,Side,Tech,Mode beige,#967117,150,113,23,Angry,Monsoon,14,1
8687,User8687,29.0,,Desktop,Bottom,Tech,University of California Gold,#B78727,183,135,39,Calm,Spring,175,0
4707,User4707,,Non-Binary,,,Home_Decor,UP Maroon,#7B1113,123,17,19,Happy,Summer,105,1
9181,User9181,,,Tablet,Top,Food,Lumber,#FFE4CD,255,228,205,Happy,Summer,114,0
6576,User6576,62.0,Female,Desktop,,Fashion,American rose,#FF033E,255,3,62,Angry,Monsoon,251,1
4902,User4902,51.0,,Tablet,Top,Food,Unmellow yellow,#FFFF66,255,255,102,Sad,Spring,248,0
5276,User5276,,,,Side,Food,Medium candy apple red,#E2062C,226,6,44,Angry,Autumn,27,1
2337,User2337,,,Desktop,Top,Food,Tuscan red,#7C4848,124,72,72,Calm,Spring,229,1
9855,User9855,,Male,Desktop,Bottom,Tech,Canary yellow,#FFEF00,255,239,0,Neutral,Summer,266,1
3409,User3409,62.0,Female,,Bottom,Tech,Dark cerulean,#08457E,8,69,126,Calm,Winter,273,0
472,User472,53.0,Non-Binary,Mobile,,Home_Decor,Banana Mania,#FAE7B5,250,231,181,Sad,Monsoon,25,0
2964,User2964,40.0,Non-Binary,Mobile,Side,Food,Rose Dust,#9E5E6F,158,94,111,Angry,Winter,124,1
9894,User9894,,,,Top,Sports,Liver chestnut,#987456,152,116,86,Happy,Autumn,124,1
7780,User7780,19.0,Male,Tablet,Bottom,Home_Decor,Maastricht Blue,#001C3D,0,28,61,Angry,Spring,202,0
8361,User8361,41.0,Female,Mobile,Side,Tech,Burnished Brown,#A17A74,161,122,116,Sad,Autumn,140,1
9090,User9090,41.0,Male,Desktop,Side,Food,Sheen Green,#8FD400,143,212,0,Happy,Winter,81,1
1969,User1969,46.0,Non-Binary,Mobile,Bottom,Tech,Razzmic Berry,#8D4E85,141,78,133,Calm,Spring,62,1
9617,User9617,63.0,,,Side,Fashion,Pale pink,#FADADD,250,218,221,Neutral,Autumn,90,1
7155,User7155,,,,,Tech,Spanish carmine,#D10047,209,0,71,Neutral,Summer,5,0
3076,User3076,49.0,,,,Tech,Maroon (Crayola),#C32148,195,33,72,Angry,Summer,81,0
1020,User1020,,,Mobile,Side,Home_Decor,Brunswick green,#1B4D3E,27,77,62,Calm,Monsoon,14,1
9397,User9397,19.0,,Tablet,,Fashion,Deep carrot orange,#E9692C,233,105,44,Sad,Summer,73,1
9888,User9888,49.0,Male,,Top,Sports,Ginger,#B06500,176,101,0,Neutral,Summer,152,1
2032,User2032,36.0,,Desktop,Bottom,Sports,Skobeloff,#007474,0,116,116,Calm,Winter,66,1
4235,User4235,59.0,,Tablet,Side,Sports,Ivory,#FFFFF0,255,255,240,Angry,Summer,17,0
2318,User2318,40.0,Male,,Bottom,Food,Dark spring green,#177245,23,114,69,Happy,Summer,190,0
3118,User3118,57.0,Male,Mobile,Top,Sports,Titanium yellow,#EEE600,238,230,0,Angry,Winter,169,1
3930,User3930,58.0,,Tablet,Side,Food,Rich brilliant lavender,#F1A7FE,241,167,254,Angry,Summer,14,0
3846,User3846,38.0,Non-Binary,,,Tech,Chartreuse (traditional),#DFFF00,223,255,0,Calm,Summer,263,1
5596,User5596,,,Tablet,Top,Sports,Flax,#EEDC82,238,220,130,Neutral,Monsoon,166,1
1969,User1969,46.0,Non-Binary,Mobile,Bottom,Home_Decor,Queen pink,#E8CCD7,232,204,215,Calm,Summer,294,1
2947,User2947,,,,Top,Fashion,Medium slate blue,#7B68EE,123,104,238,Happy,Summer,200,0
2131,User2131,36.0,,Mobile,Side,Fashion,Antique ruby,#841B2D,132,27,45,Calm,Monsoon,38,0
9966,User9966,,,,Top,Tech,Magenta (Crayola),#FF55A3,255,85,163,Sad,Winter,164,1
6893,User6893,21.0,,Mobile,Top,Fashion,Dark cerulean,#08457E,8,69,126,Angry,Summer,89,1
5308,User5308,,,Desktop,Side,Fashion,Firebrick,#B22222,178,34,34,Neutral,Autumn,62,1
6365,User6365,,,Tablet,Bottom,Tech,Dark chestnut,#986960,152,105,96,Happy,Winter,269,1
5766,User5766,63.0,,,Side,Tech,Topaz,#FFC87C,255,200,124,Angry,Winter,29,1
3543,User3543,55.0,,,Top,Tech,Salmon pink,#FF91A4,255,145,164,Calm,Summer,40,1
8147,User8147,32.0,Female,Desktop,Top,Home_Decor,Amaranth pink,#F19CBB,241,156,187,Sad,Monsoon,268,1
3537,User3537,58.0,Female,Tablet,Side,Tech,MSU Green,#18453B,24,69,59,Calm,Winter,118,0
7195,User7195,43.0,Male,Desktop,,Tech,Lapis lazuli,#26619C,38,97,156,Angry,Monsoon,109,0
5085,User5085,,,Tablet,Top,Tech,Ultra red,#FC6C85,252,108,133,Happy,Autumn,97,1
3236,User3236,56.0,Female,,Bottom,Sports,Rose taupe,#905D5D,144,93,93,Neutral,Monsoon,93,1
5188,User5188,23.0,,Desktop,Top,Sports,Catawba,#703642,112,54,66,Angry,Spring,167,0
5155,User5155,,,Desktop,Bottom,Home_Decor,Green (pigment),#00A550,0,165,80,Happy,Monsoon,42,0
2828,User2828,55.0,,Desktop,Bottom,Home_Decor,Rich black (FOGRA29),#010B13,1,11,19,Angry,Winter,96,0
4620,User4620,43.0,Non-Binary,Mobile,Side,Fashion,Sunset,#FAD6A5,250,214,165,Sad,Monsoon,123,1
6422,User6422,26.0,Non-Binary,,Side,Sports,Bluebonnet,#1C1CF0,28,28,240,Calm,Monsoon,215,0
9111,User9111,,Female,Mobile,Side,Home_Decor,Vivid malachite,#00CC33,0,204,51,Neutral,Spring,164,0
2691,User2691,,,Desktop,Bottom,Home_Decor,Purple Plum,#9C51B6,156,81,182,Happy,Spring,105,1
2033,User2033,,Female,Mobile,Top,Fashion,Pakistan green,#006600,0,102,0,Neutral,Summer,183,0
8957,User8957,,Female,Mobile,,Tech,Yellow (NCS),#FFD300,255,211,0,Neutral,Winter,288,1
487,User487,28.0,Male,Mobile,Side,Food,Polished Pine,#5DA493,93,164,147,Neutral,Summer,27,1
5953,User5953,27.0,Female,Desktop,Top,Fashion,Azure mist,#F0FFFF,240,255,255,Happy,Spring,283,0
7152,User7152,,,Tablet,Side,Food,Old heliotrope,#563C5C,86,60,92,Happy,Monsoon,36,1
8995,User8995,,,Desktop,Top,Fashion,Napier green,#2A8000,42,128,0,Neutral,Spring,142,0
6115,User6115,58.0,Non-Binary,Desktop,Bottom,Fashion,Cadet,#536872,83,104,114,Calm,Autumn,85,0
5520,User5520,,Non-Binary,Desktop,Bottom,Tech,Black Coral,#54626F,84,98,111,Angry,Monsoon,199,1
4976,User4976,34.0,Female,Mobile,Bottom,Home_Decor,Azure mist,#F0FFFF,240,255,255,Neutral,Summer,296,1
7750,User7750,46.0,,Mobile,Side,Sports,United Nations blue,#5B92E5,91,146,229,Sad,Monsoon,97,1
5801,User5801,59.0,Female,Tablet,,Fashion,Rust,#B7410E,183,65,14,Neutral,Autumn,50,0
9152,User9152,,,,Side,Tech,Palatinate purple,#682860,104,40,96,Happy,Spring,31,0
301,User301,,Male,Tablet,,Food,Dark pastel red,#C23B22,194,59,34,Angry,Winter,166,1
1825,User1825,,Female,Desktop,Side,Home_Decor,Mint green,#98FF98,152,255,152,Sad,Winter,105,0
3297,User3297,,,Tablet,Bottom,Fashion,Forest green (web),#228B22,34,139,34,Angry,Winter,191,1
2219,User2219,42.0,Non-Binary,,,Food,Dark tan,#918151,145,129,81,Angry,Spring,198,0
7475,User7475,53.0,Female,Tablet,,Fashion,Sienna,#882D17,136,45,23,Sad,Winter,162,1
9220,User9220,21.0,,Mobile,Side,Sports,Misty rose,#FFE4E1,255,228,225,Neutral,Autumn,13,1
9676,User9676,21.0,,,,Sports,Waterspout,#A4F4F9,164,244,249,Neutral,Spring,216,1
6669,User6669,,,,Side,Home_Decor,Vivid red-tangelo,#DF6124,223,97,36,Neutral,Winter,171,1
373,User373,34.0,Female,Mobile,Top,Food,Khaki (HTML/CSS) (Khaki),#C3B091,195,176,145,Calm,Summer,278,1
5227,User5227,24.0,,,,Sports,Shiny Shamrock,#5FA778,95,167,120,Neutral,Spring,115,1
4889,User4889,45.0,,,Bottom,Tech,Rose pink,#FF66CC,255,102,204,Sad,Spring,207,1
7376,User7376,21.0,Female,Mobile,Side,Home_Decor,Yellow (NCS),#FFD300,255,211,0,Calm,Monsoon,252,1
7973,User7973,28.0,Female,Mobile,,Fashion,Blue,#0000FF,0,0,255,Neutral,Winter,69,1
1369,User1369,,,Desktop,Bottom,Food,Spanish orange,#E86100,232,97,0,Calm,Summer,207,1
8503,User8503,,Male,Tablet,Bottom,Food,Solid pink,#893843,137,56,67,Sad,Autumn,165,0
2514,User2514,,,Desktop,Top,Tech,Tangerine yellow,#FFCC00,255,204,0,Neutral,Spring,137,0
6724,User6724,37.0,Female,Desktop,Top,Sports,Orange (Crayola),#FF7538,255,117,56,Happy,Autumn,182,1
4684,User4684,43.0,,Tablet,Top,Food,Gray,#808080,128,128,128,Sad,Autumn,197,0
3670,User3670,,Female,Desktop,Side,Tech,French plum,#811453,129,20,83,Angry,Autumn,270,0
6872,User6872,,Male,,,Tech,Cadmium green,#006B3C,0,107,60,Angry,Monsoon,64,0
7558,User7558,,,Mobile,Top,Fashion,Cardinal,#C41E3A,196,30,58,Sad,Autumn,209,1
8549,User8549,41.0,Male,Tablet,Top,Tech,Gamboge,#E49B0F,228,155,15,Angry,Winter,159,0
3561,User3561,37.0,,,Side,Home_Decor,Pink,#FFC0CB,255,192,203,Sad,Winter,76,1
4108,User4108,36.0,,Tablet,Top,Food,Metallic Sunburst,#9C7C38,156,124,56,Happy,Summer,160,1
1446,User1446,,,Desktop,Bottom,Home_Decor,Orchid pink,#F2BDCD,242,189,205,Sad,Summer,177,1
911,User911,32.0,Non-Binary,Desktop,Top,Tech,Purple mountain majesty,#9678B6,150,120,182,Neutral,Autumn,66,1
4152,User4152,33.0,Female,Tablet,Side,Tech,Air Force blue (USAF),#00308F,0,48,143,Neutral,Autumn,209,0
6438,User6438,,Non-Binary,Tablet,,Home_Decor,Dark taupe,#483C32,72,60,50,Calm,Monsoon,64,1
2691,User2691,,Non-Binary,Desktop,Bottom,Fashion,Mystic,#D65282,214,82,130,Angry,Autumn,90,1
1041,User1041,37.0,,Mobile,Side,Tech,Bud green,#7BB661,123,182,97,Angry,Autumn,147,1
4505,User4505,,Male,Tablet,Top,Home_Decor,Spanish crimson,#E51A4C,229,26,76,Sad,Autumn,11,0
712,User712,32.0,,Mobile,Side,Home_Decor,Brown Yellow,#cc9966,204,153,102,Angry,Spring,299,0
7688,User7688,57.0,Male,Mobile,,Food,Pink-orange,#FF9966,255,153,102,Neutral,Spring,183,1
4397,User4397,62.0,Female,Mobile,Top,Fashion,Maximum Purple,#733380,115,51,128,Happy,Monsoon,231,0
9227,User9227,,Non-Binary,Mobile,,Sports,Bitter lime,#BFFF00,191,255,0,Sad,Monsoon,11,1
5338,User5338,51.0,,Mobile,Top,Home_Decor,Han blue,#446CCF,68,108,207,Angry,Winter,144,1
438,User438,39.0,,Mobile,Top,Food,Orange (Pantone),#FF5800,255,88,0,Neutral,Monsoon,18,0
2946,User2946,37.0,,Desktop,Bottom,Sports,Medium blue,#0000CD,0,0,205,Calm,Winter,38,1
255,User255,31.0,,Desktop,Bottom,Food,Middle Yellow,#FFEB00,255,235,0,Angry,Autumn,244,1
9568,User9568,,Non-Binary,Mobile,Side,Food,Ruby,#E0115F,224,17,95,Happy,Monsoon,101,0
5243,User5243,47.0,,Desktop,Side,Fashion,Meat brown,#E5B73B,229,183,59,Happy,Monsoon,272,0
2548,User2548,55.0,Male,Desktop,Top,Tech,Gargoyle Gas,#FFDF46,255,223,70,Angry,Monsoon,130,0
4853,User4853,,,Tablet,Bottom,Fashion,Tangerine,#F28500,242,133,0,Angry,Winter,38,1
1121,User1121,,Non-Binary,Desktop,Top,Sports,Egyptian blue,#1034A6,16,52,166,Neutral,Winter,287,0
9218,User9218,,,Mobile,Top,Fashion,Coyote brown,#81613C,129,97,60,Angry,Summer,22,0
1148,User1148,25.0,,,,Tech,Old rose,#C08081,192,128,129,Calm,Winter,297,1
4945,User4945,,,Tablet,Top,Fashion,Psychedelic purple,#DF00FF,223,0,255,Neutral,Winter,72,1
4099,User4099,,,Tablet,Side,Fashion,Wisteria,#C9A0DC,201,160,220,Sad,Spring,241,0
3118,User3118,57.0,,Mobile,,Fashion,Picton blue,#45B1E8,69,177,232,Calm,Monsoon,84,1
4836,User4836,55.0,,Tablet,Side,Home_Decor,Vivid orchid,#CC00FF,204,0,255,Neutral,Winter,90,1
1941,User1941,,Male,Mobile,,Home_Decor,Shocking pink (Crayola),#FF6FFF,255,111,255,Neutral,Monsoon,64,0
1118,User1118,30.0,,Tablet,Side,Fashion,Purple (HTML),#800080,128,0,128,Happy,Monsoon,52,0
9422,User9422,21.0,,,,Tech,Pale spring bud,#ECEBBD,236,235,189,Neutral,Spring,183,1
8081,User8081,38.0,,,,Tech,Lava,#CF1020,207,16,32,Calm,Monsoon,88,1
8785,User8785,23.0,,Tablet,Top,Tech,Medium jungle green,#1C352D,28,53,45,Angry,Winter,99,0
6724,User6724,37.0,Female,Desktop,Top,Tech,Turtle green,#8A9A5B,138,154,91,Calm,Monsoon,256,1
8629,User8629,,Non-Binary,,Bottom,Food,Light khaki,#F0E68C,240,230,140,Sad,Summer,184,0
2668,User2668,,Male,Tablet,Side,Fashion,Baby pink,#F4C2C2,244,194,194,Neutral,Summer,88,0
1141,User1141,37.0,Male,,Bottom,Fashion,Bright lavender,#BF94E4,191,148,228,Neutral,Spring,154,1
6350,User6350,31.0,Male,Mobile,Bottom,Food,Mexican pink,#E4007C,228,0,124,Neutral,Winter,43,0
4707,User4707,21.0,,Desktop,Top,Tech,Medium sea green,#3CB371,60,179,113,Neutral,Spring,283,1
4429,User4429,,,,Top,Sports,Super pink,#CF6BA9,207,107,169,Happy,Summer,117,1
4756,User4756,,Non-Binary,Mobile,Bottom,Sports,Violet-blue,#324AB2,50,74,178,Happy,Winter,131,1
2964,User2964,40.0,,Mobile,Side,Food,Heliotrope magenta,#AA00BB,170,0,187,Angry,Monsoon,45,1
5968,User5968,,,Tablet,,Sports,Heart Gold,#808000,128,128,0,Neutral,Winter,162,1
674,User674,,,Tablet,Side,Home_Decor,International Klein Blue,#002FA7,0,47,167,Sad,Autumn,210,1
4707,User4707,21.0,Non-Binary,Desktop,Top,Fashion,Cocoa brown,#D2691E,210,105,30,Angry,Winter,51,1
9950,User9950,,Male,Desktop,Side,Sports,Very light malachite green,#64E986,100,233,134,Neutral,Monsoon,189,0
9743,User9743,,,,Side,Home_Decor,Vivid yellow,#FFE302,255,227,2,Happy,Autumn,76,0
6094,User6094,,Non-Binary,Tablet,Top,Fashion,Gray-asparagus,#465945,70,89,69,Sad,Spring,61,1
9536,User9536,,Male,Desktop,,Home_Decor,Aero blue,#C9FFE5,201,255,229,Angry,Winter,243,0
4061,User4061,44.0,Female,Tablet,Side,Fashion,Maastricht Blue,#001C3D,0,28,61,Sad,Spring,66,0
8226,User8226,,Male,Tablet,,Fashion,Forest green (traditional),#014421,1,68,33,Neutral,Winter,61,1
8643,User8643,55.0,,Mobile,Top,Sports,Antique brass,#CD9575,205,149,117,Calm,Summer,247,0
6679,User6679,26.0,Male,Tablet,Bottom,Food,Sunburnt Cyclops,#FF404C,255,64,76,Sad,Summer,128,1
8753,User8753,,,Tablet,Top,Sports,Lemon lime,#E3FF00,227,255,0,Sad,Monsoon,157,1
9377,User9377,45.0,Male,Tablet,Bottom,Tech,Old rose,#C08081,192,128,129,Happy,Summer,259,0
1297,User1297,60.0,Male,Tablet,,Home_Decor,B'dazzled blue,#2E5894,46,88,148,Neutral,Autumn,221,0
2021,User2021,41.0,Male,Mobile,Bottom,Tech,Pale cerulean,#9BC4E2,155,196,226,Sad,Autumn,236,1
